"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total","gender","individual_ability"
"378",378,"Regice",3,"Iceberg Pokémon","Undiscovered","none","FALSE","Blue","bipedal_tailless",1.8,175,"False",3,20480,35,1250000,"ice","none","FALSE","TRUE",80,45,110,100,200,50,585,"genderless","Clear Body"
"379",379,"Registeel",3,"Iron Pokémon","Undiscovered","none","FALSE","Grey","bipedal_tailless",1.91,205,"False",3,20480,35,1250000,"steel","none","FALSE","TRUE",80,82,150,75,150,45,582,"genderless","Light Metal"
"380",380,"Latias",3,"Eon Pokémon","Undiscovered","none","FALSE","Red","two_wings",1.4,40,"True",3,30720,90,1250000,"dragon","psychic","TRUE","TRUE",88,100,120,140,150,99,697,"female","Levitate"
"381",381,"Latios",3,"Eon Pokémon","Undiscovered","none","FALSE","Blue","two_wings",2.01,60,"True",3,30720,90,1250000,"dragon","psychic","TRUE","TRUE",72,130,100,160,120,121,703,"male","Levitate"
"382",382,"Kyogre",3,"Sea Basin Pokémon","Undiscovered","none","FALSE","Blue","with_fins",4.5,352,"False",3,30720,0,1250000,"water","none","FALSE","TRUE",100,135,99,180,160,90,764,"genderless","Drizzle"
"383",383,"Groudon",3,"Continent Pokémon","Undiscovered","none","FALSE","Red","bipedal_tailed",3.51,950,"False",3,30720,0,1250000,"ground","none","FALSE","TRUE",100,180,160,150,90,90,770,"genderless","Drought"
"384",384,"Rayquaza",3,"Sky High Pokémon","Undiscovered","none","FALSE","Green","serpentine_body",7.01,206.5,"True",45,30720,0,1250000,"dragon","flying","TRUE","TRUE",105,180,100,162,110,115,772,"genderless","Air Lock"
"385",385,"Jirachi",3,"Wish Pokémon","Undiscovered","none","FALSE","Yellow","bipedal_tailless",0.3,1.1,"False",3,30720,100,1250000,"steel","psychic","TRUE","TRUE",100,100,100,110,100,90,600,"genderless","Serene Grace"
"386",386,"Deoxys",3,"DNA Pokémon","Undiscovered","none","FALSE","Red","bipedal_tailless",1.7,60.8,"False",3,30720,0,1250000,"psychic","none","FALSE","TRUE",50,95,90,104,81,180,600,"genderless","Pressure"
"387",387,"Turtwig",4,"Tiny Leaf Pokémon","Monster","Grass","TRUE","Green","quadruped",0.41,10.2,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",55,68,64,45,49,34,315,"male","Shell Armor"
"388",388,"Grotle",4,"Grove Pokémon","Monster","Grass","TRUE","Green","quadruped",1.09,97,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",75,89,85,55,65,36,405,"male","Overgrow"
"389",389,"Torterra",4,"Continent Pokémon","Monster","Grass","TRUE","Green","quadruped",2.21,310,"False",45,5120,70,1059860,"grass","ground","TRUE","FALSE",95,98,105,82,85,56,521,"male","Shell Armor"
"390",390,"Chimchar",4,"Chimp Pokémon","Field","Human-Like","TRUE","Brown","bipedal_tailed",0.51,6.2,"False",45,5120,70,1059860,"fire","none","FALSE","FALSE",44,58,39,58,48,61,308,"female","Iron Fist"
"391",391,"Monferno",4,"Playful Pokémon","Field","Human-Like","TRUE","Brown","bipedal_tailed",0.89,22,"False",45,5120,70,1059860,"fire","fighting","TRUE","FALSE",64,78,52,70,52,89,405,"male","Iron Fist"
"392",392,"Infernape",4,"Flame Pokémon","Field","Human-Like","TRUE","Brown","bipedal_tailed",1.19,55,"False",45,5120,70,1059860,"fire","fighting","TRUE","FALSE",76,104,71,104,63,118,536,"male","Iron Fist"
"393",393,"Piplup",4,"Penguin Pokémon","Water_1","Field","TRUE","Blue","bipedal_tailless",0.41,5.2,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",53,56,47,61,56,40,313,"male","Defiant"
"394",394,"Prinplup",4,"Penguin Pokémon","Water_1","Field","TRUE","Blue","bipedal_tailed",0.79,23,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",64,66,68,81,76,50,405,"female","Defiant"
"395",395,"Empoleon",4,"Emperor Pokémon","Water_1","Field","TRUE","Blue","bipedal_tailed",1.7,84.5,"False",45,5120,70,1059860,"water","steel","TRUE","FALSE",75,86,88,111,101,66,527,"male","Defiant"
"396",396,"Starly",4,"Starling Pokémon","Flying","none","FALSE","Brown","two_wings",0.3,2,"False",255,3840,70,1059860,"normal","flying","TRUE","FALSE",40,55,30,30,30,60,245,"male","Reckless"
"397",397,"Staravia",4,"Starling Pokémon","Flying","none","FALSE","Brown","two_wings",0.61,15.5,"False",120,3840,70,1059860,"normal","flying","TRUE","FALSE",55,67,50,44,40,80,336,"female","Intimidate"
"398",398,"Staraptor",4,"Predator Pokémon","Flying","none","FALSE","Brown","two_wings",1.19,24.9,"False",45,3840,70,1059860,"normal","flying","TRUE","FALSE",85,120,63,55,60,100,483,"male","Intimidate"
"399",399,"Bidoof",4,"Plump Mouse Pokémon","Water_1","Field","TRUE","Brown","quadruped",0.51,20,"False",255,3840,70,1000000,"normal","none","FALSE","FALSE",59,49,40,31,40,31,250,"female","Unaware"
"400",400,"Bibarel",4,"Beaver Pokémon","Water_1","Field","TRUE","Brown","bipedal_tailed",0.99,31.5,"False",127,3840,70,1000000,"normal","water","TRUE","FALSE",79,85,66,55,60,63,408,"female","Simple"
"401",401,"Kricketot",4,"Cricket Pokémon","Bug","none","FALSE","Red","bipedal_tailless",0.3,2.2,"False",255,3840,70,1059860,"bug","none","FALSE","FALSE",33,25,41,27,41,25,192,"male","Shed Skin"
"402",402,"Kricketune",4,"Cricket Pokémon","Bug","none","FALSE","Red","four_wings",0.99,25.5,"False",45,3840,70,1059860,"bug","none","FALSE","FALSE",77,93,51,55,45,65,386,"male","Swarm"
"403",403,"Shinx",4,"Flash Pokémon","Field","none","FALSE","Blue","quadruped",0.51,9.5,"False",235,5120,70,1059860,"electric","none","FALSE","FALSE",45,65,34,40,30,49,263,"female","Guts"
"404",404,"Luxio",4,"Spark Pokémon","Field","none","FALSE","Blue","quadruped",0.89,30.5,"False",120,5120,100,1059860,"electric","none","FALSE","FALSE",66,85,44,60,49,60,364,"female","Guts"
"405",405,"Luxray",4,"Gleam Eyes Pokémon","Field","none","FALSE","Blue","quadruped",1.4,42,"False",45,5120,70,1059860,"electric","none","FALSE","FALSE",88,120,71,95,79,70,523,"female","Rivalry"
"406",406,"Budew",4,"Bud Pokémon","Undiscovered","none","FALSE","Green","bipedal_tailless",0.2,1.2,"False",255,5120,70,1059860,"grass","poison","TRUE","FALSE",40,30,35,50,70,55,280,"male","Poison Point"
"407",407,"Roserade",4,"Bouquet Pokémon","Fairy","Grass","TRUE","Green","bipedal_tailless",0.89,14.5,"False",75,5120,70,1059860,"grass","poison","TRUE","FALSE",66,70,65,125,94,90,510,"male","Natural Cure"
"408",408,"Cranidos",4,"Head Butt Pokémon","Monster","none","FALSE","Blue","bipedal_tailed",0.89,31.5,"False",45,7680,70,600000,"rock","none","FALSE","FALSE",60,125,40,30,33,58,346,"male","Sheer Force"
"409",409,"Rampardos",4,"Head Butt Pokémon","Monster","none","FALSE","Blue","bipedal_tailed",1.6,102.5,"False",45,7680,70,600000,"rock","none","FALSE","FALSE",97,165,60,71,45,58,496,"male","Mold Breaker"
"410",410,"Shieldon",4,"Shield Pokémon","Monster","none","FALSE","Grey","quadruped",0.51,57,"False",45,7680,70,600000,"rock","steel","TRUE","FALSE",30,42,118,42,88,30,350,"female","Sturdy"
"411",411,"Bastiodon",4,"Shield Pokémon","Monster","none","FALSE","Grey","quadruped",1.3,149.5,"False",45,7680,70,600000,"rock","steel","TRUE","FALSE",60,46,168,47,138,33,492,"male","Sturdy"
"412",412,"Burmy",4,"Bagworm Pokémon","Bug","none","FALSE","Grey","head_base",0.2,3.4,"False",120,3840,70,1000000,"bug","none","FALSE","FALSE",44,29,45,29,45,32,224,"female","Shed Skin"
"413",413,"Wormadam",4,"Bagworm Pokémon","Bug","none","FALSE","Grey","head_base",0.51,6.5,"False",45,3840,70,1000000,"bug","grass","TRUE","FALSE",60,69,95,62,95,39,420,"female","Overcoat"
"414",414,"Mothim",4,"Moth Pokémon","Bug","none","FALSE","Yellow","four_wings",0.89,23.3,"False",45,3840,70,1000000,"bug","flying","TRUE","FALSE",70,103,50,94,45,66,428,"male","Tinted Lens"
"415",415,"Combee",4,"Tiny Bee Pokémon","Bug","none","FALSE","Yellow","multiple_bodies",0.3,5.5,"False",120,3840,70,1059860,"bug","flying","TRUE","FALSE",30,30,37,30,46,70,243,"male","Hustle"
"416",416,"Vespiquen",4,"Beehive Pokémon","Bug","none","FALSE","Yellow","four_wings",1.19,38.5,"False",45,3840,70,1059860,"bug","flying","TRUE","FALSE",70,80,102,80,102,40,474,"female","Pressure"
"417",417,"Pachirisu",4,"EleSquirrel Pokémon","Field","Fairy","TRUE","White","quadruped",0.41,3.9,"False",200,2560,100,1000000,"electric","none","FALSE","FALSE",60,45,70,45,90,95,405,"male","Volt Absorb"
"418",418,"Buizel",4,"Sea Weasel Pokémon","Water_1","Field","TRUE","Brown","quadruped",0.71,29.5,"False",190,5120,70,1000000,"water","none","FALSE","FALSE",49,65,35,60,33,85,327,"female","Water Veil"
"419",419,"Floatzel",4,"Sea Weasel Pokémon","Water_1","Field","TRUE","Brown","quadruped",1.09,33.5,"False",75,5120,70,1000000,"water","none","FALSE","FALSE",85,105,55,85,50,115,495,"female","Water Veil"
"420",420,"Cherubi",4,"Cherry Pokémon","Fairy","Grass","TRUE","Pink","multiple_bodies",0.41,3.3,"False",190,5120,70,1000000,"grass","none","FALSE","FALSE",40,35,45,68,53,35,276,"male","Chlorophyll"
"421",421,"Cherrim",4,"Blossom Pokémon","Fairy","Grass","TRUE","Pink","head_legs",0.51,9.3,"False",75,5120,70,1000000,"grass","none","FALSE","FALSE",70,54,70,87,78,93,452,"male","Flower Gift"
"422",422,"Shellos",4,"Sea Slug Pokémon","Water_1","Amorphous","TRUE","Purple","serpentine_body",0.3,6.3,"False",190,5120,70,1000000,"water","none","FALSE","FALSE",76,48,43,57,68,34,326,"male","Storm Drain"
"423",423,"Gastrodon",4,"Sea Slug Pokémon","Water_1","Amorphous","TRUE","Purple","serpentine_body",0.89,29.9,"False",75,5120,70,1000000,"water","ground","TRUE","FALSE",111,83,68,82,82,42,468,"male","Sticky Hold"
"424",424,"Ambipom",4,"Long Tail Pokémon","Field","none","FALSE","Purple","bipedal_tailed",1.19,20.3,"False",45,5120,100,800000,"normal","none","FALSE","FALSE",75,100,66,60,59,126,486,"male","Skill Link"
"425",425,"Drifloon",4,"Balloon Pokémon","Amorphous","none","FALSE","Purple","head_arms",0.41,1.2,"False",125,7680,70,1640000,"ghost","flying","TRUE","FALSE",90,50,34,60,44,70,348,"female","Unburden"
"426",426,"Drifblim",4,"Blimp Pokémon","Amorphous","none","FALSE","Purple","head_arms",1.19,15,"False",60,7680,70,1640000,"ghost","flying","TRUE","FALSE",165,80,44,90,48,80,507,"female","Flare Boost"
"427",427,"Buneary",4,"Rabbit Pokémon","Field","Human-Like","TRUE","Brown","bipedal_tailed",0.41,5.5,"False",190,5120,0,1000000,"normal","none","FALSE","FALSE",55,66,48,39,56,85,349,"female","Run Away"
"428",428,"Lopunny",4,"Rabbit Pokémon","Field","Human-Like","TRUE","Brown","bipedal_tailed",1.19,33.3,"True",60,5120,140,1000000,"normal","none","FALSE","FALSE",71,136,94,54,96,121,572,"female","Cute Charm"
"429",429,"Mismagius",4,"Magical Pokémon","Amorphous","none","FALSE","Purple","head_only",0.89,4.4,"False",45,6400,35,800000,"ghost","none","FALSE","FALSE",60,60,60,105,105,105,495,"male","Levitate"
"430",430,"Honchkrow",4,"Big Boss Pokémon","Flying","none","FALSE","Black","two_wings",0.89,27.3,"False",30,5120,35,1059860,"dark","flying","TRUE","FALSE",110,112,52,105,52,71,502,"female","Insomnia"
"431",431,"Glameow",4,"Catty Pokémon","Field","none","FALSE","Grey","quadruped",0.51,3.9,"False",190,5120,70,800000,"normal","none","FALSE","FALSE",49,55,46,37,37,85,309,"female","Own Tempo"
"432",432,"Purugly",4,"Tiger Cat Pokémon","Field","none","FALSE","Grey","quadruped",0.99,43.8,"False",75,5120,70,800000,"normal","none","FALSE","FALSE",63,82,64,64,64,112,449,"male","Thick Fat"
"433",433,"Chingling",4,"Bell Pokémon","Undiscovered","none","FALSE","Yellow","bipedal_tailless",0.2,0.6,"False",120,6400,70,800000,"psychic","none","FALSE","FALSE",45,30,50,65,45,49,284,"female","Levitate"
"434",434,"Stunky",4,"Skunk Pokémon","Field","none","FALSE","Purple","quadruped",0.41,19.2,"False",225,5120,70,1000000,"poison","dark","TRUE","FALSE",63,63,47,45,36,74,328,"female","Keen Eye"
"435",435,"Skuntank",4,"Skunk Pokémon","Field","none","FALSE","Purple","quadruped",0.99,38,"False",60,5120,70,1000000,"poison","dark","TRUE","FALSE",103,93,67,78,54,84,479,"female","Stench"
"436",436,"Bronzor",4,"Bronze Pokémon","Mineral","none","FALSE","Green","head_only",0.51,60.5,"False",255,5120,70,1000000,"steel","psychic","TRUE","FALSE",57,24,86,24,94,20,305,"genderless","Heatproof"
"437",437,"Bronzong",4,"Bronze Bell Pokémon","Mineral","none","FALSE","Green","head_arms",1.3,187,"False",90,5120,70,1000000,"steel","psychic","TRUE","FALSE",67,89,127,79,116,29,507,"genderless","Heatproof"
"438",438,"Bonsly",4,"Bonsai Pokémon","Undiscovered","none","FALSE","Brown","head_legs",0.51,15,"False",255,5120,70,1000000,"rock","none","FALSE","FALSE",50,72,95,10,49,10,286,"male","Rattled"
"439",439,"Mime Jr.",4,"Mime Pokémon","Undiscovered","none","FALSE","Pink","bipedal_tailless",0.61,13,"False",145,6400,70,1000000,"psychic","fairy","TRUE","FALSE",20,25,45,70,81,66,307,"female","Soundproof"
"440",440,"Happiny",4,"Playhouse Pokémon","Undiscovered","none","FALSE","Pink","bipedal_tailless",0.61,24.4,"False",130,10240,140,800000,"normal","none","FALSE","FALSE",90,5,5,15,65,33,213,"female","Serene Grace"
"441",441,"Chatot",4,"Music Note Pokémon","Flying","none","FALSE","Black","two_wings",0.51,1.9,"False",30,5120,35,1059860,"normal","flying","TRUE","FALSE",76,65,45,92,42,91,411,"female","Big Pecks"
"442",442,"Spiritomb",4,"Forbidden Pokémon","Amorphous","none","FALSE","Purple","head_base",0.99,108,"False",100,7680,70,1000000,"ghost","dark","TRUE","FALSE",50,92,108,82,118,35,485,"female","Pressure"
"443",443,"Gible",4,"Land Shark Pokémon","Monster","Dragon","TRUE","Blue","bipedal_tailed",0.71,20.5,"False",45,10240,70,1250000,"dragon","ground","TRUE","FALSE",58,77,40,40,45,42,302,"male","Rough Skin"
"444",444,"Gabite",4,"Cave Pokémon","Monster","Dragon","TRUE","Blue","bipedal_tailed",1.4,56,"False",45,10240,70,1250000,"dragon","ground","TRUE","FALSE",68,90,65,50,55,82,410,"female","Rough Skin"
"445",445,"Garchomp",4,"Mach Pokémon","Monster","Dragon","TRUE","Blue","bipedal_tailed",1.91,95,"True",45,10240,70,1250000,"dragon","ground","TRUE","FALSE",108,170,115,120,95,92,700,"male","Rough Skin"
"446",446,"Munchlax",4,"Big Eater Pokémon","Undiscovered","none","FALSE","Black","bipedal_tailless",0.61,105,"False",50,10240,70,1250000,"normal","none","FALSE","FALSE",135,85,40,44,76,5,385,"male","Gluttony"
"447",447,"Riolu",4,"Emanation Pokémon","Undiscovered","none","FALSE","Blue","bipedal_tailed",0.71,20.2,"False",75,6400,70,1059860,"fighting","none","FALSE","FALSE",40,77,40,35,36,60,288,"male","Inner Focus"
"448",448,"Lucario",4,"Aura Pokémon","Field","Human-Like","TRUE","Blue","bipedal_tailed",1.19,54,"True",45,6400,70,1059860,"fighting","steel","TRUE","FALSE",77,130,88,140,70,112,617,"male","Steadfast"
"449",449,"Hippopotas",4,"Hippo Pokémon","Field","none","FALSE","Brown","quadruped",0.79,49.5,"False",140,7680,70,1250000,"ground","none","FALSE","FALSE",68,72,78,34,46,32,330,"male","Sand Force"
"450",450,"Hippowdon",4,"Heavyweight Pokémon","Field","none","FALSE","Brown","quadruped",2.01,300,"False",60,7680,70,1250000,"ground","none","FALSE","FALSE",108,112,118,74,72,42,526,"male","Sand Force"
"451",451,"Skorupi",4,"Scorpion Pokémon","Bug","Water_3","TRUE","Purple","insectoid",0.79,12,"False",120,5120,70,1250000,"poison","bug","TRUE","FALSE",40,50,90,30,49,71,330,"male","Battle Armor"
"452",452,"Drapion",4,"Ogre Scorp Pokémon","Bug","Water_3","TRUE","Purple","insectoid",1.3,61.5,"False",45,5120,70,1250000,"poison","dark","TRUE","FALSE",70,90,121,60,75,85,501,"male","Keen Eye"
"453",453,"Croagunk",4,"Toxic Mouth Pokémon","Human-Like","none","FALSE","Blue","bipedal_tailless",0.71,23,"False",140,2560,100,1000000,"poison","fighting","TRUE","FALSE",48,67,40,61,36,50,302,"female","Anticipation"
"454",454,"Toxicroak",4,"Toxic Mouth Pokémon","Human-Like","none","FALSE","Blue","bipedal_tailless",1.3,44.4,"False",75,5120,70,1000000,"poison","fighting","TRUE","FALSE",83,106,65,86,65,85,490,"male","Anticipation"
"455",455,"Carnivine",4,"Bug Catcher Pokémon","Grass","none","FALSE","Green","several_limbs",1.4,27,"False",200,6400,70,1250000,"grass","none","FALSE","FALSE",74,90,72,90,79,46,451,"female","Levitate"
"456",456,"Finneon",4,"Wing Fish Pokémon","Water_2","none","FALSE","Blue","with_fins",0.41,7,"False",190,5120,70,600000,"water","none","FALSE","FALSE",49,49,56,44,61,72,331,"male","Storm Drain"
"457",457,"Lumineon",4,"Neon Pokémon","Water_2","none","FALSE","Blue","with_fins",1.19,24,"False",75,5120,70,600000,"water","none","FALSE","FALSE",69,69,76,69,86,91,460,"male","Swift Swim"
"458",458,"Mantyke",4,"Kite Pokémon","Undiscovered","none","FALSE","Blue","two_wings",0.99,65,"False",25,6400,70,1250000,"water","flying","TRUE","FALSE",49,20,50,54,120,50,343,"female","Water Veil"
"459",459,"Snover",4,"Frosted Tree Pokémon","Monster","Grass","TRUE","White","bipedal_tailed",0.99,50.5,"False",120,5120,70,1250000,"grass","ice","TRUE","FALSE",60,68,50,62,54,40,334,"female","Soundproof"
"460",460,"Abomasnow",4,"Frosted Tree Pokémon","Monster","Grass","TRUE","White","bipedal_tailed",2.21,135.5,"True",60,5120,70,1250000,"grass","ice","TRUE","FALSE",81,132,105,132,115,30,595,"male","Snow Warning"
"461",461,"Weavile",4,"Sharp Claw Pokémon","Field","none","FALSE","Black","bipedal_tailed",1.09,34,"False",45,5120,35,1059860,"dark","ice","TRUE","FALSE",70,120,65,45,76,137,513,"female","Pickpocket"
"462",462,"Magnezone",4,"Magnet Area Pokémon","Mineral","none","FALSE","Grey","head_arms",1.19,180,"False",30,5120,70,1000000,"electric","steel","TRUE","FALSE",70,70,115,130,90,60,535,"genderless","Magnet Pull"
"463",463,"Lickilicky",4,"Licking Pokémon","Monster","none","FALSE","Pink","bipedal_tailless",1.7,140,"False",30,5120,70,1000000,"normal","none","FALSE","FALSE",110,76,95,80,104,50,515,"female","Own Tempo"
"464",464,"Rhyperior",4,"Drill Pokémon","Monster","Field","TRUE","Grey","bipedal_tailed",2.39,282.8,"False",30,5120,70,1250000,"ground","rock","TRUE","FALSE",103,140,143,55,55,40,536,"female","Solid Rock"
"465",465,"Tangrowth",4,"Vine Pokémon","Grass","none","FALSE","Blue","bipedal_tailless",2.01,128.6,"False",30,5120,70,1000000,"grass","none","FALSE","FALSE",100,100,137,110,45,50,542,"female","Chlorophyll"
"466",466,"Electivire",4,"Thunderbolt Pokémon","Human-Like","none","FALSE","Yellow","bipedal_tailed",1.8,138.6,"False",30,6400,70,1000000,"electric","none","FALSE","FALSE",75,123,67,95,85,95,540,"male","Motor Drive"
"467",467,"Magmortar",4,"Blast Pokémon","Human-Like","none","FALSE","Red","bipedal_tailed",1.6,68,"False",30,6400,70,1000000,"fire","none","FALSE","FALSE",75,95,67,137,95,74,543,"male","Flame Body"
"468",468,"Togekiss",4,"Jubilee Pokémon","Flying","Fairy","TRUE","White","two_wings",1.5,38,"False",30,2560,70,800000,"fairy","flying","TRUE","FALSE",76,50,95,120,126,80,547,"male","Serene Grace"
"469",469,"Yanmega",4,"Ogre Darner Pokémon","Bug","none","FALSE","Green","four_wings",1.91,51.5,"False",30,5120,70,1000000,"bug","flying","TRUE","FALSE",86,76,77,127,56,95,517,"male","Frisk"
"470",470,"Leafeon",4,"Verdant Pokémon","Field","none","FALSE","Green","quadruped",0.99,25.5,"False",45,8960,35,1000000,"grass","none","FALSE","FALSE",65,110,130,60,65,95,525,"male","Chlorophyll"
"471",471,"Glaceon",4,"Fresh Snow Pokémon","Field","none","FALSE","Blue","quadruped",0.79,25.9,"False",45,8960,35,1000000,"ice","none","FALSE","FALSE",65,54,121,130,95,65,530,"male","Snow Cloak"
"472",472,"Gliscor",4,"Fang Scorp Pokémon","Bug","none","FALSE","Purple","two_wings",2.01,42.5,"False",30,5120,70,1059860,"ground","flying","TRUE","FALSE",75,95,125,45,75,95,510,"male","Poison Heal"
"473",473,"Mamoswine",4,"Twin Tusk Pokémon","Field","none","FALSE","Brown","quadruped",2.49,291,"False",50,5120,70,1250000,"ice","ground","TRUE","FALSE",110,130,80,70,66,72,528,"male","Snow Cloak"
"474",474,"Porygon-Z",4,"Virtual Pokémon","Mineral","none","FALSE","Red","head_arms",0.89,34,"False",30,5120,70,1000000,"normal","none","FALSE","FALSE",76,80,70,135,75,99,535,"genderless","Adaptability"
"475",475,"Gallade",4,"Blade Pokémon","Amorphous","none","FALSE","White","bipedal_tailless",1.6,52,"True",45,5120,35,1250000,"psychic","fighting","TRUE","FALSE",68,165,95,71,103,110,612,"male","Justified"
"476",476,"Probopass",4,"Compass Pokémon","Mineral","none","FALSE","Grey","multiple_bodies",1.4,340,"False",60,5120,70,1000000,"rock","steel","TRUE","FALSE",66,49,145,75,150,40,525,"male","Sand Force"
"477",477,"Dusknoir",4,"Gripper Pokémon","Amorphous","none","FALSE","Black","head_arms",2.21,106.6,"False",45,6400,35,800000,"ghost","none","FALSE","FALSE",45,100,135,58,148,45,531,"male","Pressure"
"478",478,"Froslass",4,"Snow Land Pokémon","Fairy","Mineral","TRUE","White","head_arms",1.3,26.6,"False",75,5120,70,1000000,"ice","ghost","TRUE","FALSE",70,72,70,88,70,110,480,"female","Cursed Body"
"479",479,"Rotom",4,"Plasma Pokémon","Amorphous","none","FALSE","Red","head_only",0.3,0.3,"False",45,5120,70,1000000,"electric","ghost","TRUE","FALSE",50,65,107,105,107,86,520,"genderless","Levitate"
"480",480,"Uxie",4,"Knowledge Pokémon","Undiscovered","none","FALSE","Yellow","bipedal_tailed",0.3,0.3,"False",3,20480,140,1250000,"psychic","none","FALSE","TRUE",75,75,143,75,117,95,580,"genderless","Levitate"
"481",481,"Mesprit",4,"Emotion Pokémon","Undiscovered","none","FALSE","Pink","bipedal_tailed",0.3,0.3,"False",3,20480,140,1250000,"psychic","none","FALSE","TRUE",72,105,105,115,105,80,582,"genderless","Levitate"
"482",482,"Azelf",4,"Willpower Pokémon","Undiscovered","none","FALSE","Blue","bipedal_tailed",0.3,0.3,"False",3,20480,140,1250000,"psychic","none","FALSE","TRUE",67,125,70,125,70,126,583,"genderless","Levitate"
"483",483,"Dialga",4,"Temporal Pokémon","Undiscovered","none","FALSE","White","quadruped",5.41,683,"False",3,30720,0,1250000,"steel","dragon","TRUE","TRUE",110,120,120,150,100,81,681,"genderless","Telepathy"
"484",484,"Palkia",4,"Spatial Pokémon","Undiscovered","none","FALSE","Purple","bipedal_tailed",4.19,336,"False",3,30720,0,1250000,"water","dragon","TRUE","TRUE",99,108,100,150,120,100,677,"genderless","Pressure"
"485",485,"Heatran",4,"Lava Dome Pokémon","Undiscovered","none","FALSE","Brown","quadruped",1.7,430,"False",3,2560,100,1250000,"fire","steel","TRUE","TRUE",81,90,106,130,106,84,597,"male","Flame Body"
"486",486,"Regigigas",4,"Colossal Pokémon","Undiscovered","none","FALSE","White","bipedal_tailless",3.71,420,"False",3,30720,0,1250000,"normal","none","FALSE","TRUE",110,160,99,80,121,100,670,"genderless","Slow Start"
"487",487,"Giratina",4,"Renegade Pokémon","Undiscovered","none","FALSE","Black","serpentine_body",6.91,650,"False",3,30720,0,1250000,"ghost","dragon","TRUE","TRUE",150,120,90,120,110,90,680,"genderless","Pressure"
"488",488,"Cresselia",4,"Lunar Pokémon","Undiscovered","none","FALSE","Yellow","serpentine_body",1.5,85.6,"False",3,30720,100,1250000,"psychic","none","FALSE","TRUE",108,70,120,75,143,85,601,"female","Levitate"
"489",489,"Phione",4,"Sea Drifter Pokémon","Water_1","Fairy","TRUE","Blue","head_arms",0.41,3.1,"False",30,10240,70,1250000,"water","none","FALSE","FALSE",72,80,88,80,80,80,480,"genderless","Hydration"
"490",490,"Manaphy",4,"Seafaring Pokémon","Water_1","Fairy","TRUE","Blue","bipedal_tailless",0.3,1.4,"False",3,2560,70,1250000,"water","none","FALSE","TRUE",100,100,110,100,90,100,600,"genderless","Hydration"
"491",491,"Darkrai",4,"Pitch-Black Pokémon","Undiscovered","none","FALSE","Black","bipedal_tailless",1.5,50.5,"False",3,30720,0,1250000,"dark","none","FALSE","TRUE",70,81,90,148,90,125,604,"genderless","Bad Dreams"
"492",492,"Shaymin",4,"Gratitude Pokémon","Undiscovered","none","FALSE","Green","quadruped",0.2,2.1,"False",45,30720,100,1059860,"grass","grass","TRUE","TRUE",100,103,67,120,75,139,604,"genderless","Natural Cure"
"493",493,"Arceus",4,"Alpha Pokémon","Undiscovered","none","FALSE","Grey","quadruped",3.2,320,"False",3,30720,0,1250000,"normal","none","FALSE","TRUE",120,120,120,132,120,108,720,"genderless","Multitype"
"494",494,"Victini",5,"Victory Pokémon","Undiscovered","none","FALSE","Yellow","bipedal_tailless",0.41,4,"False",3,30720,100,1250000,"psychic","fire","TRUE","TRUE",90,100,100,100,110,100,600,"genderless","Victory Star"
"495",495,"Snivy",5,"Grass Snake Pokémon","Field","Grass","TRUE","Green","bipedal_tailed",0.61,8.1,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",45,45,55,45,55,63,308,"female","Contrary"
"496",496,"Servine",5,"Grass Snake Pokémon","Field","Grass","TRUE","Green","bipedal_tailed",0.79,16,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",54,60,82,60,75,83,414,"male","Contrary"
"497",497,"Serperior",5,"Regal Pokémon","Field","Grass","TRUE","Green","serpentine_body",3.3,63,"False",45,5120,70,1059860,"grass","none","FALSE","FALSE",75,82,95,75,85,113,525,"male","Overgrow"
"498",498,"Tepig",5,"Fire Pig Pokémon","Field","none","FALSE","Red","quadruped",0.51,9.9,"False",45,5120,70,1059860,"fire","none","FALSE","FALSE",58,63,45,45,45,49,305,"male","Blaze"
"499",499,"Pignite",5,"Fire Pig Pokémon","Field","none","FALSE","Red","bipedal_tailed",0.99,55.5,"False",45,5120,70,1059860,"fire","fighting","TRUE","FALSE",81,93,55,77,55,55,416,"female","Blaze"
"500",500,"Emboar",5,"Mega Fire Pig Pokémon","Field","none","FALSE","Red","bipedal_tailed",1.6,150,"False",45,5120,70,1059860,"fire","fighting","TRUE","FALSE",110,123,65,90,65,71,524,"male","Reckless"
"501",501,"Oshawott",5,"Sea Otter Pokémon","Field","none","FALSE","Blue","bipedal_tailed",0.51,5.9,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",55,49,49,63,45,45,306,"male","Shell Armor"
"502",502,"Dewott",5,"Discipline Pokémon","Field","none","FALSE","Blue","bipedal_tailed",0.79,24.5,"False",45,5120,70,1059860,"water","none","FALSE","FALSE",82,67,60,83,60,60,412,"male","Torrent"
