"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","abilities","ability_1","ability_2","ability_3","ability_4","ability_5","ability_6","no_of_abilities","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","has_gender","prob_male","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total"
"556",556,"Maractus",5,"Cactus","Grass","none","FALSE","Green","head_base",0.99,28,"['Water Absorb', 'Chlorophyll', 'Storm Drain']","Water Absorb","Chlorophyll","Storm Drain","none","none","none",3,"False",255,5120,70,1000000,"True",0.5,"grass","none","FALSE","FALSE",75,86,67,106,67,60,461
"557",557,"Dwebble",5,"Rock Inn","Bug","Mineral","TRUE","Red","insectoid",0.3,14.5,"['Sturdy', 'Shell Armor', 'Weak Armor']","Sturdy","Shell Armor","Weak Armor","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"bug","rock","TRUE","FALSE",50,65,85,35,35,55,325
"558",558,"Crustle",5,"Stone Home","Bug","Mineral","TRUE","Red","insectoid",1.4,200,"['Sturdy', 'Shell Armor', 'Weak Armor']","Sturdy","Shell Armor","Weak Armor","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"bug","rock","TRUE","FALSE",70,105,125,65,75,45,485
"559",559,"Scraggy",5,"Shedding","Field","Dragon","TRUE","Yellow","bipedal_tailed",0.61,11.8,"['Shed Skin', 'Moxie', 'Intimidate']","Shed Skin","Moxie","Intimidate","none","none","none",3,"False",180,3840,35,1000000,"True",0.5,"dark","fighting","TRUE","FALSE",50,75,70,35,70,48,348
"560",560,"Scrafty",5,"Hoodlum","Field","Dragon","TRUE","Red","bipedal_tailed",1.09,30,"['Shed Skin', 'Moxie', 'Intimidate']","Shed Skin","Moxie","Intimidate","none","none","none",3,"False",90,3840,70,1000000,"True",0.5,"dark","fighting","TRUE","FALSE",65,90,115,45,115,58,488
"561",561,"Sigilyph",5,"Avianoid","Flying","none","FALSE","Black","two_wings",1.4,14,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']","Wonder Skin","Magic Guard","Tinted Lens","none","none","none",3,"False",45,5120,70,1000000,"True",0.5,"psychic","flying","TRUE","FALSE",72,58,80,103,80,97,490
"562",562,"Yamask",5,"Spirit","Mineral","Amorphous","TRUE","Black","head_arms",0.51,1.5,"['Mummy']","Mummy","none","none","none","none","none",1,"False",190,6400,70,1000000,"True",0.5,"ghost","none","FALSE","FALSE",38,30,85,55,65,30,303
"563",563,"Cofagrigus",5,"Coffin","Mineral","Amorphous","TRUE","Yellow","head_base",1.7,76.5,"['Mummy']","Mummy","none","none","none","none","none",1,"False",90,6400,70,1000000,"True",0.5,"ghost","none","FALSE","FALSE",58,50,145,95,105,30,483
"564",564,"Tirtouga",5,"Prototurtle","Water_1","Water_3","TRUE","Blue","quadruped",0.71,16.5,"['Solid Rock', 'Sturdy', 'Swift Swim']","Solid Rock","Sturdy","Swift Swim","none","none","none",3,"False",45,7680,70,1000000,"True",0.875,"water","rock","TRUE","FALSE",54,78,103,53,45,22,355
"565",565,"Carracosta",5,"Prototurtle","Water_1","Water_3","TRUE","Blue","bipedal_tailed",1.19,81,"['Solid Rock', 'Sturdy', 'Swift Swim']","Solid Rock","Sturdy","Swift Swim","none","none","none",3,"False",45,7680,70,1000000,"True",0.875,"water","rock","TRUE","FALSE",74,108,133,83,65,32,495
"566",566,"Archen",5,"First Bird","Flying","Water_3","TRUE","Yellow","two_wings",0.51,9.5,"['Defeatist']","Defeatist","none","none","none","none","none",1,"False",45,7680,70,1000000,"True",0.875,"rock","flying","TRUE","FALSE",55,112,45,74,45,70,401
"567",567,"Archeops",5,"First Bird","Flying","Water_3","TRUE","Yellow","two_wings",1.4,32,"['Defeatist']","Defeatist","none","none","none","none","none",1,"False",45,7680,70,1000000,"True",0.875,"rock","flying","TRUE","FALSE",75,140,65,112,65,110,567
"568",568,"Trubbish",5,"Trash Bag","Mineral","none","FALSE","Green","bipedal_tailless",0.61,31,"['Stench', 'Sticky Hold', 'Aftermath']","Stench","Sticky Hold","Aftermath","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"poison","none","FALSE","FALSE",50,50,62,40,62,65,329
"569",569,"Garbodor",5,"Trash Heap","Mineral","none","FALSE","Green","bipedal_tailless",1.91,107.3,"['Stench', 'Weak Armor', 'Aftermath']","Stench","Weak Armor","Aftermath","none","none","none",3,"False",60,5120,70,1000000,"True",0.5,"poison","none","FALSE","FALSE",80,95,82,60,82,75,474
"570",570,"Zorua",5,"Tricky Fox","Field","none","FALSE","Grey","quadruped",0.71,12.5,"['Illusion']","Illusion","none","none","none","none","none",1,"False",75,6400,70,1059860,"True",0.875,"dark","none","FALSE","FALSE",40,65,40,80,40,65,330
"571",571,"Zoroark",5,"Illusion Fox","Field","none","FALSE","Grey","bipedal_tailed",1.6,81.1,"['Illusion']","Illusion","none","none","none","none","none",1,"False",45,5120,70,1059860,"True",0.875,"dark","none","FALSE","FALSE",60,105,60,120,60,105,510
"572",572,"Minccino",5,"Chinchilla","Field","none","FALSE","Grey","quadruped",0.41,5.8,"['Cute Charm', 'Technician', 'Skill Link']","Cute Charm","Technician","Skill Link","none","none","none",3,"False",255,3840,70,800000,"True",0.25,"normal","none","FALSE","FALSE",55,50,40,40,40,75,300
"573",573,"Cinccino",5,"Scarf","Field","none","FALSE","Grey","quadruped",0.51,7.5,"['Cute Charm', 'Technician', 'Skill Link']","Cute Charm","Technician","Skill Link","none","none","none",3,"False",60,3840,70,800000,"True",0.25,"normal","none","FALSE","FALSE",75,95,60,65,60,115,470
"574",574,"Gothita",5,"Fixation","Human-Like","none","FALSE","Purple","bipedal_tailless",0.41,5.8,"['Frisk', 'Competitive', 'Shadow Tag']","Frisk","Competitive","Shadow Tag","none","none","none",3,"False",200,5120,70,1059860,"True",0.25,"psychic","none","FALSE","FALSE",45,30,50,55,65,45,290
"575",575,"Gothorita",5,"Manipulate","Human-Like","none","FALSE","Purple","bipedal_tailless",0.71,18,"['Frisk', 'Competitive', 'Shadow Tag']","Frisk","Competitive","Shadow Tag","none","none","none",3,"False",100,5120,70,1059860,"True",0.25,"psychic","none","FALSE","FALSE",60,45,70,75,85,55,390
"576",576,"Gothitelle",5,"Astral Body","Human-Like","none","FALSE","Purple","bipedal_tailless",1.5,44,"['Frisk', 'Competitive', 'Shadow Tag']","Frisk","Competitive","Shadow Tag","none","none","none",3,"False",50,5120,70,1059860,"True",0.25,"psychic","none","FALSE","FALSE",70,55,95,95,110,65,490
"577",577,"Solosis",5,"Cell","Amorphous","none","FALSE","Green","head_only",0.3,1,"['Overcoat', 'Magic Guard', 'Regenerator']","Overcoat","Magic Guard","Regenerator","none","none","none",3,"False",200,5120,70,1059860,"True",0.5,"psychic","none","FALSE","FALSE",45,30,40,105,50,20,290
"578",578,"Duosion",5,"Mitosis","Amorphous","none","FALSE","Green","head_only",0.61,8,"['Overcoat', 'Magic Guard', 'Regenerator']","Overcoat","Magic Guard","Regenerator","none","none","none",3,"False",100,5120,70,1059860,"True",0.5,"psychic","none","FALSE","FALSE",65,40,50,125,60,30,370
"579",579,"Reuniclus",5,"Multiplying","Amorphous","none","FALSE","Green","head_arms",0.99,20.1,"['Overcoat', 'Magic Guard', 'Regenerator']","Overcoat","Magic Guard","Regenerator","none","none","none",3,"False",50,5120,70,1059860,"True",0.5,"psychic","none","FALSE","FALSE",110,65,75,125,85,30,490
"580",580,"Ducklett",5,"Water Bird","Water_1","Flying","TRUE","Blue","two_wings",0.51,5.5,"['Keen Eye', 'Big Pecks', 'Hydration']","Keen Eye","Big Pecks","Hydration","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"water","flying","TRUE","FALSE",62,44,50,44,50,55,305
"581",581,"Swanna",5,"White Bird","Water_1","Flying","TRUE","White","two_wings",1.3,24.2,"['Keen Eye', 'Big Pecks', 'Hydration']","Keen Eye","Big Pecks","Hydration","none","none","none",3,"False",45,5120,70,1000000,"True",0.5,"water","flying","TRUE","FALSE",75,87,63,87,63,98,473
"582",582,"Vanillite",5,"Fresh Snow","Mineral","none","FALSE","White","head_base",0.41,5.7,"['Ice Body', 'Snow Cloak', 'Weak Armor']","Ice Body","Snow Cloak","Weak Armor","none","none","none",3,"False",255,5120,70,1250000,"True",0.5,"ice","none","FALSE","FALSE",36,50,50,65,60,44,305
"583",583,"Vanillish",5,"Icy Snow","Mineral","none","FALSE","White","head_base",1.09,41,"['Ice Body', 'Snow Cloak', 'Weak Armor']","Ice Body","Snow Cloak","Weak Armor","none","none","none",3,"False",120,5120,70,1250000,"True",0.5,"ice","none","FALSE","FALSE",51,65,65,80,75,59,395
"584",584,"Vanilluxe",5,"Snowstorm","Mineral","none","FALSE","White","multiple_bodies",1.3,57.5,"['Ice Body', 'Snow Warning', 'Weak Armor']","Ice Body","Snow Warning","Weak Armor","none","none","none",3,"False",45,5120,70,1250000,"True",0.5,"ice","none","FALSE","FALSE",71,95,85,110,95,79,535
"585",585,"Deerling",5,"Season","Field","none","FALSE","Yellow","quadruped",0.61,19.5,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']","Chlorophyll","Sap Sipper","Serene Grace","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"normal","grass","TRUE","FALSE",60,60,50,40,50,75,335
"586",586,"Sawsbuck",5,"Season","Field","none","FALSE","Brown","quadruped",1.91,92.5,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']","Chlorophyll","Sap Sipper","Serene Grace","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"normal","grass","TRUE","FALSE",80,100,70,60,70,95,475
"587",587,"Emolga",5,"Sky Squirrel","Field","none","FALSE","White","quadruped",0.41,5,"['Static', 'Motor Drive']","Static","Motor Drive","none","none","none","none",2,"False",200,5120,70,1000000,"True",0.5,"electric","flying","TRUE","FALSE",55,75,60,75,60,103,428
"588",588,"Karrablast",5,"Clamping","Bug","none","FALSE","Blue","bipedal_tailless",0.51,5.9,"['Swarm', 'Shed Skin', 'No Guard']","Swarm","Shed Skin","No Guard","none","none","none",3,"False",200,3840,70,1000000,"True",0.5,"bug","none","FALSE","FALSE",50,75,45,40,45,60,315
"589",589,"Escavalier",5,"Cavalry","Bug","none","FALSE","Grey","head_arms",0.99,33,"['Swarm', 'Shell Armor', 'Overcoat']","Swarm","Shell Armor","Overcoat","none","none","none",3,"False",75,3840,70,1000000,"True",0.5,"bug","steel","TRUE","FALSE",70,135,105,60,105,20,495
"590",590,"Foongus",5,"Mushroom","Grass","none","FALSE","White","head_arms",0.2,1,"['Effect Spore', 'Regenerator']","Effect Spore","Regenerator","none","none","none","none",2,"False",190,5120,70,1000000,"True",0.5,"grass","poison","TRUE","FALSE",69,55,45,55,55,15,294
"591",591,"Amoonguss",5,"Mushroom","Grass","none","FALSE","Grey","head_arms",0.61,10.5,"['Effect Spore', 'Regenerator']","Effect Spore","Regenerator","none","none","none","none",2,"False",75,5120,70,1000000,"True",0.5,"grass","poison","TRUE","FALSE",114,85,70,85,80,30,464
"592",592,"Frillish",5,"Floating","Amorphous","none","FALSE","White","several_limbs",1.19,33,"['Water Absorb', 'Cursed Body', 'Damp']","Water Absorb","Cursed Body","Damp","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"water","ghost","TRUE","FALSE",55,40,50,65,85,40,335
"593",593,"Jellicent",5,"Floating","Amorphous","none","FALSE","White","several_limbs",2.21,135,"['Water Absorb', 'Cursed Body', 'Damp']","Water Absorb","Cursed Body","Damp","none","none","none",3,"False",60,5120,70,1000000,"True",0.5,"water","ghost","TRUE","FALSE",100,60,70,85,105,60,480
"594",594,"Alomomola",5,"Caring","Water_1","Water_2","TRUE","Pink","with_fins",1.19,31.6,"['Healer', 'Hydration', 'Regenerator']","Healer","Hydration","Regenerator","none","none","none",3,"False",75,10240,70,800000,"True",0.5,"water","none","FALSE","FALSE",165,75,80,40,45,65,470
"595",595,"Joltik",5,"Attaching","Bug","none","FALSE","Yellow","insectoid",0.1,0.6,"['Compoundeyes', 'Unnerve', 'Swarm']","Compoundeyes","Unnerve","Swarm","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"bug","electric","TRUE","FALSE",50,47,50,57,50,65,319
"596",596,"Galvantula",5,"EleSpider","Bug","none","FALSE","Yellow","insectoid",0.79,14.3,"['Compoundeyes', 'Unnerve', 'Swarm']","Compoundeyes","Unnerve","Swarm","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"bug","electric","TRUE","FALSE",70,77,60,97,60,108,472
"597",597,"Ferroseed",5,"Thorn Seed","Grass","Mineral","TRUE","Grey","head_only",0.61,18.8,"['Iron Barbs']","Iron Barbs","none","none","none","none","none",1,"False",255,5120,70,1000000,"True",0.5,"grass","steel","TRUE","FALSE",44,50,91,24,86,10,305
"598",598,"Ferrothorn",5,"Thorn Pod","Grass","Mineral","TRUE","Grey","several_limbs",0.99,110,"['Iron Barbs', 'Anticipation']","Iron Barbs","Anticipation","none","none","none","none",2,"False",90,5120,70,1000000,"True",0.5,"grass","steel","TRUE","FALSE",74,94,131,54,116,20,489
"599",599,"Klink",5,"Gear","Mineral","none","FALSE","Grey","multiple_bodies",0.3,21,"['Plus', 'Minus', 'Clear Body']","Plus","Minus","Clear Body","none","none","none",3,"False",130,5120,70,1059860,"False",0,"steel","none","FALSE","FALSE",40,55,70,45,60,30,300
"600",600,"Klang",5,"Gear","Mineral","none","FALSE","Grey","multiple_bodies",0.61,51,"['Plus', 'Minus', 'Clear Body']","Plus","Minus","Clear Body","none","none","none",3,"False",60,5120,70,1059860,"False",0,"steel","none","FALSE","FALSE",60,80,95,70,85,50,440
"601",601,"Klinklang",5,"Gear","Mineral","none","FALSE","Grey","multiple_bodies",0.61,81,"['Plus', 'Minus', 'Clear Body']","Plus","Minus","Clear Body","none","none","none",3,"False",30,5120,70,1059860,"False",0,"steel","none","FALSE","FALSE",60,100,115,70,85,90,520
"602",602,"Tynamo",5,"EleFish","Amorphous","none","FALSE","White","with_fins",0.2,0.3,"['Levitate']","Levitate","none","none","none","none","none",1,"False",190,5120,70,1250000,"True",0.5,"electric","none","FALSE","FALSE",35,55,40,45,40,60,275
"603",603,"Eelektrik",5,"EleFish","Amorphous","none","FALSE","Blue","with_fins",1.19,22,"['Levitate']","Levitate","none","none","none","none","none",1,"False",60,5120,70,1250000,"True",0.5,"electric","none","FALSE","FALSE",65,85,70,75,70,40,405
"604",604,"Eelektross",5,"EleFish","Amorphous","none","FALSE","Blue","with_fins",2.11,80.5,"['Levitate']","Levitate","none","none","none","none","none",1,"False",30,5120,70,1250000,"True",0.5,"electric","none","FALSE","FALSE",85,115,80,105,80,50,515
"605",605,"Elgyem",5,"Cerebral","Human-Like","none","FALSE","Grey","bipedal_tailed",0.51,9,"['Telepathy', 'Synchronize', 'Analytic']","Telepathy","Synchronize","Analytic","none","none","none",3,"False",255,5120,70,1000000,"True",0.5,"psychic","none","FALSE","FALSE",55,55,55,85,55,30,335
"606",606,"Beheeyem",5,"Cerebral","Human-Like","none","FALSE","Brown","bipedal_tailless",0.99,34.5,"['Telepathy', 'Synchronize', 'Analytic']","Telepathy","Synchronize","Analytic","none","none","none",3,"False",90,5120,70,1000000,"True",0.5,"psychic","none","FALSE","FALSE",75,75,75,125,95,40,485
"607",607,"Litwick",5,"Candle","Amorphous","none","FALSE","White","head_base",0.3,3.1,"['Flash Fire', 'Flame Body', 'Infiltrator']","Flash Fire","Flame Body","Infiltrator","none","none","none",3,"False",190,5120,70,1059860,"True",0.5,"ghost","fire","TRUE","FALSE",50,30,55,65,55,20,275
"608",608,"Lampent",5,"Lamp","Amorphous","none","FALSE","Black","head_arms",0.61,13,"['Flash Fire', 'Flame Body', 'Infiltrator']","Flash Fire","Flame Body","Infiltrator","none","none","none",3,"False",90,5120,70,1059860,"True",0.5,"ghost","fire","TRUE","FALSE",60,40,60,95,60,55,370
"609",609,"Chandelure",5,"Luring","Amorphous","none","FALSE","Black","head_arms",0.99,34.3,"['Flash Fire', 'Flame Body', 'Infiltrator']","Flash Fire","Flame Body","Infiltrator","none","none","none",3,"False",45,5120,70,1059860,"True",0.5,"ghost","fire","TRUE","FALSE",60,55,90,145,90,80,520
"610",610,"Axew",5,"Tusk","Monster","Dragon","TRUE","Green","bipedal_tailed",0.61,18,"['Rivalry', 'Mold Breaker', 'Unnerve']","Rivalry","Mold Breaker","Unnerve","none","none","none",3,"False",75,10240,35,1250000,"True",0.5,"dragon","none","FALSE","FALSE",46,87,60,30,40,57,320
"611",611,"Fraxure",5,"Axe Jaw","Monster","Dragon","TRUE","Green","bipedal_tailed",0.99,36,"['Rivalry', 'Mold Breaker', 'Unnerve']","Rivalry","Mold Breaker","Unnerve","none","none","none",3,"False",60,10240,35,1250000,"True",0.5,"dragon","none","FALSE","FALSE",66,117,70,40,50,67,410
"612",612,"Haxorus",5,"Axe Jaw","Monster","Dragon","TRUE","Yellow","bipedal_tailed",1.8,105.5,"['Rivalry', 'Mold Breaker', 'Unnerve']","Rivalry","Mold Breaker","Unnerve","none","none","none",3,"False",45,10240,35,1250000,"True",0.5,"dragon","none","FALSE","FALSE",76,147,90,60,70,97,540
"613",613,"Cubchoo",5,"Chill","Field","none","FALSE","Blue","bipedal_tailed",0.51,8.5,"['Snow Cloak', 'Slush Rush', 'Rattled']","Snow Cloak","Slush Rush","Rattled","none","none","none",3,"False",120,5120,70,1000000,"True",0.5,"ice","none","FALSE","FALSE",55,70,40,60,40,40,305
"614",614,"Beartic",5,"Freezing","Field","none","FALSE","White","quadruped",2.59,260,"['Snow Cloak', 'Slush Rush', 'Swift Swim']","Snow Cloak","Slush Rush","Swift Swim","none","none","none",3,"False",60,5120,70,1000000,"True",0.5,"ice","none","FALSE","FALSE",95,130,80,70,80,50,505
"615",615,"Cryogonal",5,"Crystallizing","Mineral","none","FALSE","Blue","head_only",1.09,148,"['Levitate']","Levitate","none","none","none","none","none",1,"False",25,6400,70,1000000,"False",0,"ice","none","FALSE","FALSE",80,50,50,95,135,105,515
"616",616,"Shelmet",5,"Snail","Bug","none","FALSE","Red","head_only",0.41,7.7,"['Hydration', 'Shell Armor', 'Overcoat']","Hydration","Shell Armor","Overcoat","none","none","none",3,"False",200,3840,70,1000000,"True",0.5,"bug","none","FALSE","FALSE",50,40,85,40,65,25,305
"617",617,"Accelgor",5,"Shell Out","Bug","none","FALSE","Red","head_arms",0.79,25.3,"['Hydration', 'Sticky Hold', 'Unburden']","Hydration","Sticky Hold","Unburden","none","none","none",3,"False",75,3840,70,1000000,"True",0.5,"bug","none","FALSE","FALSE",80,70,40,100,60,145,495
"618",618,"Stunfisk",5,"Trap","Water_1","Amorphous","TRUE","Brown","with_fins",0.71,11,"['Static', 'Limber', 'Sand Veil']","Static","Limber","Sand Veil","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"ground","electric","TRUE","FALSE",109,66,84,81,99,32,471
"619",619,"Mienfoo",5,"Martial Arts","Field","Human-Like","TRUE","Yellow","bipedal_tailed",0.89,20,"['Inner Focus', 'Regenerator', 'Reckless']","Inner Focus","Regenerator","Reckless","none","none","none",3,"False",180,6400,70,1059860,"True",0.5,"fighting","none","FALSE","FALSE",45,85,50,55,50,65,350
"620",620,"Mienshao",5,"Martial Arts","Field","Human-Like","TRUE","Purple","bipedal_tailed",1.4,35.5,"['Inner Focus', 'Regenerator', 'Reckless']","Inner Focus","Regenerator","Reckless","none","none","none",3,"False",45,6400,70,1059860,"True",0.5,"fighting","none","FALSE","FALSE",65,125,60,95,60,105,510
"621",621,"Druddigon",5,"Cave","Dragon","Monster","TRUE","Red","bipedal_tailed",1.6,139,"['Rough Skin', 'Sheer Force', 'Mold Breaker']","Rough Skin","Sheer Force","Mold Breaker","none","none","none",3,"False",45,7680,70,1000000,"True",0.5,"dragon","none","FALSE","FALSE",77,120,90,60,90,48,485
"622",622,"Golett",5,"Automaton","Mineral","none","FALSE","Green","bipedal_tailless",0.99,92,"['Iron Fist', 'Klutz', 'No Guard']","Iron Fist","Klutz","No Guard","none","none","none",3,"False",190,6400,70,1000000,"False",0,"ground","ghost","TRUE","FALSE",59,74,50,35,50,35,303
"623",623,"Golurk",5,"Automaton","Mineral","none","FALSE","Green","bipedal_tailless",2.79,330,"['Iron Fist', 'Klutz', 'No Guard']","Iron Fist","Klutz","No Guard","none","none","none",3,"False",90,6400,70,1000000,"False",0,"ground","ghost","TRUE","FALSE",89,124,80,55,80,55,483
"624",624,"Pawniard",5,"Sharp Blade","Human-Like","none","FALSE","Red","bipedal_tailless",0.51,10.2,"['Defiant', 'Inner Focus', 'Pressure']","Defiant","Inner Focus","Pressure","none","none","none",3,"False",120,5120,35,1000000,"True",0.5,"dark","steel","TRUE","FALSE",45,85,70,40,40,60,340
"625",625,"Bisharp",5,"Sword Blade","Human-Like","none","FALSE","Red","bipedal_tailless",1.6,70,"['Defiant', 'Inner Focus', 'Pressure']","Defiant","Inner Focus","Pressure","none","none","none",3,"False",45,5120,35,1000000,"True",0.5,"dark","steel","TRUE","FALSE",65,125,100,60,70,70,490
"626",626,"Bouffalant",5,"Bash Buffalo","Field","none","FALSE","Brown","quadruped",1.6,94.6,"['Reckless', 'Sap Sipper', 'Soundproof']","Reckless","Sap Sipper","Soundproof","none","none","none",3,"False",45,5120,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",95,110,95,40,95,55,490
"627",627,"Rufflet",5,"Eaglet","Flying","none","FALSE","White","two_wings",0.51,10.5,"['Keen Eye', 'Sheer Force', 'Hustle']","Keen Eye","Sheer Force","Hustle","none","none","none",3,"False",190,5120,70,1250000,"True",1,"normal","flying","TRUE","FALSE",70,83,50,37,50,60,350
"628",628,"Braviary",5,"Valiant","Flying","none","FALSE","Red","two_wings",1.5,41,"['Keen Eye', 'Sheer Force', 'Defiant']","Keen Eye","Sheer Force","Defiant","none","none","none",3,"False",60,5120,70,1250000,"True",1,"normal","flying","TRUE","FALSE",100,123,75,57,75,80,510
"629",629,"Vullaby",5,"Diapered","Flying","none","FALSE","Brown","two_wings",0.51,9,"['Big Pecks', 'Overcoat', 'Weak Armor']","Big Pecks","Overcoat","Weak Armor","none","none","none",3,"False",190,5120,35,1250000,"True",0,"dark","flying","TRUE","FALSE",70,55,75,45,65,60,370
"630",630,"Mandibuzz",5,"Bone Vulture","Flying","none","FALSE","Brown","two_wings",1.19,39.5,"['Big Pecks', 'Overcoat', 'Weak Armor']","Big Pecks","Overcoat","Weak Armor","none","none","none",3,"False",60,5120,35,1250000,"True",0,"dark","flying","TRUE","FALSE",110,65,105,55,95,80,510
"631",631,"Heatmor",5,"Anteater","Field","none","FALSE","Red","bipedal_tailed",1.4,58,"['Gluttony', 'Flash Fire', 'White Smoke']","Gluttony","Flash Fire","White Smoke","none","none","none",3,"False",90,5120,70,1000000,"True",0.5,"fire","none","FALSE","FALSE",85,97,66,105,66,65,484
"632",632,"Durant",5,"Iron Ant","Bug","none","FALSE","Grey","insectoid",0.3,33,"['Swarm', 'Hustle', 'Truant']","Swarm","Hustle","Truant","none","none","none",3,"False",90,5120,70,1000000,"True",0.5,"bug","steel","TRUE","FALSE",58,109,112,48,48,109,484
"633",633,"Deino",5,"Irate","Dragon","none","FALSE","Blue","quadruped",0.79,17.3,"['Hustle']","Hustle","none","none","none","none","none",1,"False",45,10240,35,1250000,"True",0.5,"dark","dragon","TRUE","FALSE",52,65,50,45,50,38,300
"634",634,"Zweilous",5,"Hostile","Dragon","none","FALSE","Blue","quadruped",1.4,50,"['Hustle']","Hustle","none","none","none","none","none",1,"False",45,10240,35,1250000,"True",0.5,"dark","dragon","TRUE","FALSE",72,85,70,65,70,58,420
"635",635,"Hydreigon",5,"Brutal","Dragon","none","FALSE","Blue","bipedal_tailed",1.8,160,"['Levitate']","Levitate","none","none","none","none","none",1,"False",45,10240,35,1250000,"True",0.5,"dark","dragon","TRUE","FALSE",92,105,90,125,90,98,600
"636",636,"Larvesta",5,"Torch","Bug","none","FALSE","White","insectoid",1.09,28.8,"['Flame Body', 'Swarm']","Flame Body","Swarm","none","none","none","none",2,"False",45,10240,70,1250000,"True",0.5,"bug","fire","TRUE","FALSE",55,85,55,50,55,60,360
"637",637,"Volcarona",5,"Sun","Bug","none","FALSE","White","four_wings",1.6,46,"['Flame Body', 'Swarm']","Flame Body","Swarm","none","none","none","none",2,"False",15,10240,70,1250000,"True",0.5,"bug","fire","TRUE","FALSE",85,60,65,135,105,100,550
"638",638,"Cobalion",5,"Iron Will","Undiscovered","none","FALSE","Blue","quadruped",2.11,250,"['Justified']","Justified","none","none","none","none","none",1,"False",3,20480,35,1250000,"False",0,"steel","fighting","TRUE","TRUE",91,90,129,90,72,108,580
"639",639,"Terrakion",5,"Cavern","Undiscovered","none","FALSE","Grey","quadruped",1.91,260,"['Justified']","Justified","none","none","none","none","none",1,"False",3,20480,35,1250000,"False",0,"rock","fighting","TRUE","TRUE",91,129,90,72,90,108,580
"640",640,"Virizion",5,"Grassland","Undiscovered","none","FALSE","Green","quadruped",2.01,200,"['Justified']","Justified","none","none","none","none","none",1,"False",3,20480,35,1250000,"False",0,"grass","fighting","TRUE","TRUE",91,90,72,90,129,108,580
"641",641,"Tornadus",5,"Cyclone","Undiscovered","none","FALSE","Green","head_arms",1.5,63,"['Prankster', 'Defiant', 'Regenerator']","Prankster","Defiant","Regenerator","none","none","none",3,"False",3,30720,90,1250000,"True",1,"flying","none","FALSE","TRUE",79,100,80,110,90,121,580
"642",642,"Thundurus",5,"Bolt Strike","Undiscovered","none","FALSE","Blue","head_arms",1.5,61,"['Prankster', 'Defiant', 'Volt Absorb']","Prankster","Defiant","Volt Absorb","none","none","none",3,"False",3,30720,90,1250000,"True",1,"electric","flying","TRUE","TRUE",79,105,70,145,80,101,580
"643",643,"Reshiram",5,"Vast White","Undiscovered","none","FALSE","White","two_wings",3.2,330,"['Turboblaze']","Turboblaze","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"dragon","fire","TRUE","TRUE",100,120,100,150,120,90,680
"644",644,"Zekrom",5,"Deep Black","Undiscovered","none","FALSE","Black","bipedal_tailed",2.9,345,"['Teravolt']","Teravolt","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"dragon","electric","TRUE","TRUE",100,150,120,120,100,90,680
"645",645,"Landorus",5,"Abundance","Undiscovered","none","FALSE","Brown","head_arms",1.5,68,"['Sand Force', 'Sheer Force', 'Intimidate']","Sand Force","Sheer Force","Intimidate","none","none","none",3,"False",3,30720,90,1250000,"True",1,"ground","flying","TRUE","TRUE",89,145,90,105,80,91,600
"646",646,"Kyurem",5,"Boundary","Undiscovered","none","FALSE","Grey","bipedal_tailed",3,325,"['Pressure', 'Teravolt', 'Turboblaze']","Pressure","Teravolt","Turboblaze","none","none","none",3,"False",3,30720,0,1250000,"False",0,"dragon","ice","TRUE","TRUE",125,120,90,170,100,95,700
"647",647,"Keldeo",5,"Colt","Undiscovered","none","FALSE","Yellow","quadruped",1.4,48.5,"['Justified']","Justified","none","none","none","none","none",1,"False",3,20480,35,1250000,"False",0,"water","fighting","TRUE","TRUE",91,72,90,129,90,108,580
"648",648,"Meloetta",5,"Melody","Undiscovered","none","FALSE","White","bipedal_tailless",0.61,6.5,"['Serene Grace']","Serene Grace","none","none","none","none","none",1,"False",3,30720,100,1250000,"False",0,"normal","psychic","TRUE","TRUE",100,128,90,77,77,128,600
"649",649,"Genesect",5,"Paleozoic","Undiscovered","none","FALSE","Purple","bipedal_tailless",1.5,82.5,"['Download']","Download","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"bug","steel","TRUE","TRUE",71,120,95,120,95,99,600
